# ratedPower, rotorDiameter, ratedQ, blade_mass, Vrated, I1, I2, I3, ratedT, extremeT
6.200000000000000000e+03 1.160000000000000000e+02 3.335168393739401828e+06 1.220106421406245499e+04 1.317650492979516308e+01 2.265346175692509487e+07 1.089346960199603438e+07 8.953159792810045183e+06 8.271086619655946270e+05 1.337104621979212097e+05
6.200000000000000000e+03 1.180000000000000000e+02 3.441681076532747131e+06 1.248953237051091310e+04 1.302719885412229850e+01 2.394885512212435156e+07 1.151639109619599581e+07 9.465128511658478528e+06 8.279313392962040380e+05 1.367904473600447236e+05
6.200000000000000000e+03 1.200000000000000000e+02 3.541464268328455277e+06 1.280590742471107296e+04 1.288204118842248924e+01 2.533065479629253596e+07 1.218086317150685191e+07 1.001124695559558086e+07 8.301943402029061690e+05 1.400752712412103137e+05
6.200000000000000000e+03 1.220000000000000000e+02 3.638588646847656462e+06 1.314428408580001997e+04 1.274086575696225410e+01 2.679582511916031688e+07 1.288542605664857849e+07 1.059031536311207153e+07 8.335018758326094830e+05 1.435869088283047895e+05
6.200000000000000000e+03 1.240000000000000000e+02 3.733080484689581208e+06 1.350205635681831700e+04 1.260349328543281189e+01 2.836582459034844860e+07 1.364039859453495592e+07 1.121081461797220632e+07 8.376217610763499979e+05 1.471473191217330750e+05
6.200000000000000000e+03 1.260000000000000000e+02 3.818366793670409825e+06 1.387636601058105407e+04 1.246977586159140294e+01 2.997373059181300551e+07 1.441359941204209253e+07 1.184629538984715939e+07 8.424122596889204578e+05 1.508983725409155595e+05
6.200000000000000000e+03 1.280000000000000000e+02 3.907049438583768904e+06 1.426745052053974359e+04 1.233953026979731860e+01 3.171261760598316044e+07 1.524978564412547648e+07 1.253354281660075299e+07 8.478228870573699242e+05 1.547195765105523169e+05
6.200000000000000000e+03 1.300000000000000000e+02 3.995762807490275241e+06 1.467451837505380900e+04 1.221265325270456081e+01 3.354466479861582071e+07 1.613077022019209713e+07 1.325760925022629090e+07 8.537502198856802424e+05 1.587140604946782696e+05
6.200000000000000000e+03 1.320000000000000000e+02 4.079950205048046075e+06 1.509736485239992362e+04 1.208899154186061331e+01 3.546148411227464676e+07 1.705251953823962063e+07 1.401517954095175490e+07 8.601732608943786472e+05 1.628028613377509173e+05
6.200000000000000000e+03 1.340000000000000000e+02 4.144121101461797487e+06 1.553834117276538382e+04 1.196838726066564185e+01 3.736054864478398860e+07 1.796573103673367575e+07 1.476573274111405015e+07 8.671591053555775434e+05 1.670842759339144977e+05
6.200000000000000000e+03 1.360000000000000000e+02 4.127246201719226781e+06 1.604285387432047901e+04 1.185075831930522128e+01 3.902162227134957910e+07 1.876449880352490395e+07 1.542222655940290168e+07 8.761661140209266450e+05 1.718635433964763652e+05
6.200000000000000000e+03 1.380000000000000000e+02 4.106311802643253934e+06 1.664292779302233248e+04 1.173598507666160984e+01 4.107275771085304767e+07 1.975083730664473400e+07 1.623288161705457792e+07 8.879028214222721290e+05 1.771557240841826133e+05
6.200000000000000000e+03 1.400000000000000000e+02 4.072000558224239387e+06 1.736534543923947058e+04 1.162394634136991378e+01 4.354737273060221970e+07 2.094081629455988854e+07 1.721090537056453526e+07 9.034173582496416057e+05 1.832381145443379646e+05
6.200000000000000000e+03 1.420000000000000000e+02 3.988488512377550360e+06 1.833248048894078966e+04 1.151454320169359669e+01 4.649579217218694836e+07 2.235863569476784393e+07 1.837618733408898860e+07 9.266219737353230594e+05 1.913441313689573726e+05
6.200000000000000000e+03 1.440000000000000000e+02 3.884226849818244576e+06 2.247250520605690326e+04 1.140776213802925554e+01 5.334743509088878334e+07 2.565341530326601118e+07 2.108411138351866975e+07 9.598751602072576061e+05 2.259740676897362282e+05
6.200000000000000000e+03 1.480000000000000000e+02 4.766206695777351037e+06 1.668245554232382347e+04 1.120124298494434889e+01 4.358214336962678283e+07 2.095753660438804701e+07 1.722464751252170652e+07 9.624476219440259738e+05 1.639355546195367933e+05
6.200000000000000000e+03 1.500000000000000000e+02 4.604618319321949035e+06 1.795362864968603753e+04 1.110140768584823689e+01 4.673333457926905900e+07 2.247286375485419482e+07 1.847006945908141881e+07 9.836356949277649401e+05 1.870741005973198044e+05
6.200000000000000000e+03 1.520000000000000000e+02 4.524225735610728152e+06 1.946330947027148068e+04 1.100381152657579698e+01 4.936290057195134461e+07 2.373735469734647498e+07 1.950933333719605953e+07 1.019852962638159748e+06 1.993019042978616490e+05
6.200000000000000000e+03 1.560000000000000000e+02 4.482844053352891468e+06 2.057541420832649965e+04 1.081491482546534577e+01 5.735149947633920610e+07 2.757886732183024287e+07 2.266660807423651963e+07 1.062976328296187334e+06 1.866956870956041676e+05
6.200000000000000000e+03 1.700000000000000000e+02 -5.748432551777102984e+06 2.036139037257294331e+04 7.914704973189728321e+00 6.281514196999792755e+07 3.020619307272350788e+07 2.482596300291800126e+07 -4.991869275087294518e+05 2.742787902891880367e+05
6.390000000000000000e+03 4.400000000000000000e+01 1.017000086357211228e+06 2.618706659202881838e+03 2.540055949600653307e+01 7.550031779085228918e+05 3.630616925663761212e+05 2.983943102571503259e+05 4.885174253530991846e+05 3.346150426593719749e+04
6.390000000000000000e+03 4.600000000000000000e+01 1.017000086357211228e+06 2.477693680291908095e+03 2.465869425275829840e+01 8.061117686888962053e+05 3.876385049776913365e+05 3.185935797971418942e+05 5.008419896975184092e+05 3.168046233600734922e+04
6.390000000000000000e+03 4.800000000000000000e+01 1.017000086357211228e+06 2.686323284295408939e+03 2.393427875085868450e+01 9.056455750430834014e+05 4.355017633849341655e+05 3.579315883822196629e+05 5.152087219495007303e+05 3.441861412375034706e+04
6.390000000000000000e+03 5.000000000000000000e+01 1.017000086357211228e+06 2.999385197987734500e+03 2.330922025372997908e+01 1.074648438339725835e+06 5.167709121678777155e+05 4.247253374689224875e+05 5.465367190081547014e+05 3.772842704227622016e+04
6.390000000000000000e+03 5.200000000000000000e+01 1.017000086357211228e+06 3.526211925883625099e+03 2.272340228272793894e+01 1.202356849739714526e+06 5.781826165878300089e+05 4.751985863886152511e+05 5.672359590833460679e+05 4.603580645232757524e+04
6.390000000000000000e+03 5.400000000000000000e+01 1.189227509079407435e+06 3.283902466194778754e+03 2.215881987182556045e+01 1.403059381737816380e+06 6.746953242183360271e+05 5.545207605923553929e+05 5.623798702930688160e+05 4.111527690821122087e+04
6.390000000000000000e+03 7.000000000000000000e+01 1.818940491974360775e+06 4.813409212001158267e+03 1.863845471180533053e+01 3.524426269648503512e+06 1.694806332244366873e+06 1.392932873073771363e+06 6.141091101254578680e+05 5.807009447129515320e+04
6.390000000000000000e+03 7.200000000000000000e+01 1.970204176374625647e+06 4.752936827326147068e+03 1.829189071600470484e+01 3.597650418986666016e+06 1.730017950384956319e+06 1.421872710911877919e+06 6.321215359324286692e+05 5.485111836828423111e+04
6.390000000000000000e+03 7.400000000000000000e+01 1.984905675681774737e+06 5.228739747634283958e+03 1.796062858537287354e+01 4.275953980388260446e+06 2.056196761656266637e+06 1.689953600200426765e+06 6.256465713216417935e+05 6.262145154089948483e+04
6.390000000000000000e+03 7.600000000000000000e+01 2.060533768993099453e+06 5.457903189481859044e+03 1.764411933909925523e+01 4.694910374315435067e+06 2.257662161990164313e+06 1.855534630653876113e+06 6.331070800608863356e+05 6.510628807054815115e+04
6.390000000000000000e+03 7.800000000000000000e+01 2.133231335580277257e+06 5.703900270673595514e+03 1.734118895877451294e+01 5.154206965302363038e+06 2.478526129974527750e+06 2.037059018207659712e+06 6.419034144878477091e+05 6.771817096852089162e+04
6.390000000000000000e+03 8.000000000000000000e+01 2.202534575401027221e+06 5.965535859730350239e+03 1.705098204000924866e+01 5.648988065936903469e+06 2.716453689887388609e+06 2.232607685514071491e+06 6.517711836345706834e+05 7.054310832000302617e+04
6.390000000000000000e+03 8.200000000000000000e+01 2.268493341547369957e+06 6.243196358459403200e+03 1.677256005331920008e+01 6.185136017058270983e+06 2.974273508791122120e+06 2.444505466545701027e+06 6.625554241950908909e+05 7.348926749857452523e+04
6.390000000000000000e+03 8.400000000000000000e+01 2.332265856741791591e+06 6.536148110389922294e+03 1.650526070571378412e+01 6.766219158089453354e+06 3.253701509728793055e+06 2.674162649645752273e+06 6.741516430380480597e+05 7.656745099204123835e+04
6.390000000000000000e+03 8.600000000000000000e+01 2.394502703103379346e+06 6.843846864338678643e+03 1.624857341424423751e+01 7.396249101847046055e+06 3.556666774566187989e+06 2.923164714815438725e+06 6.864064954806219321e+05 7.975194869544607354e+04
6.390000000000000000e+03 8.800000000000000000e+01 2.452707058918507304e+06 7.168867972525673395e+03 1.600123603521956994e+01 8.069140003646576777e+06 3.880242776453497354e+06 3.189106398765688762e+06 6.993884459644472227e+05 8.315152965048071928e+04
6.390000000000000000e+03 9.000000000000000000e+01 2.509217102684977930e+06 7.508929131076170961e+03 1.576330024279415021e+01 8.795975814640149474e+06 4.229759503638921306e+06 3.476368329361034557e+06 7.128562731766062789e+05 8.663890763523856003e+04
6.390000000000000000e+03 9.200000000000000000e+01 2.563745073429413605e+06 7.865080396830873724e+03 1.553400377420526723e+01 9.576155713628483936e+06 4.604928036594802514e+06 3.784713048491903581e+06 7.268128282441711053e+05 9.027961423156065575e+04
6.390000000000000000e+03 9.400000000000000000e+01 2.615195436853432562e+06 8.235291749415495360e+03 1.531301285056180639e+01 1.040898261519292183e+07 5.005413164795720950e+06 4.113865052254767157e+06 7.410656515605517197e+05 9.400715866625313356e+04
6.390000000000000000e+03 9.600000000000000000e+01 2.665342140007358044e+06 8.625329852282617139e+03 1.509945362463954055e+01 1.130692854259534366e+07 5.437212364818833768e+06 4.468753565966330469e+06 7.558057698771576397e+05 9.789452805725151848e+04
6.390000000000000000e+03 9.800000000000000000e+01 2.715937875344964676e+06 9.028197608469781699e+03 1.489354614564264523e+01 1.227027614729557559e+07 5.900461556512444280e+06 4.849490299868174829e+06 7.705792962554389378e+05 1.018740438266114361e+05
6.390000000000000000e+03 1.000000000000000000e+02 2.762885224180870224e+06 9.449116069824231090e+03 1.469415235313694446e+01 1.328529567130517587e+07 6.388558450880076736e+06 5.250648943469384685e+06 7.857128261942117242e+05 1.060952450832263421e+05
6.390000000000000000e+03 1.020000000000000000e+02 2.811553160036414396e+06 9.881732170077802948e+03 1.450145234380754822e+01 1.438669075003545545e+07 6.918191137428240851e+06 5.685945157385666855e+06 8.007158802848487394e+05 1.102413582918381580e+05
6.390000000000000000e+03 1.040000000000000000e+02 2.859144913289164193e+06 1.032164432996335017e+04 1.431499022122779508e+01 1.553380315978643671e+07 7.469808117639873177e+06 6.139309893204744905e+06 8.151482387338536792e+05 1.144886343622686836e+05
6.390000000000000000e+03 1.060000000000000000e+02 2.909205338842040394e+06 1.076220473237863007e+04 1.413421239763304449e+01 1.672076221739077196e+07 8.040586330328447744e+06 6.608422924329278059e+06 8.285805655279083876e+05 1.188189038127196254e+05
6.390000000000000000e+03 1.080000000000000000e+02 2.978347954575072508e+06 1.116406681329524508e+04 1.395923907670710840e+01 1.796419877537252381e+07 8.638523126555366442e+06 7.099857139341874979e+06 8.389126886266134679e+05 1.226604542604282469e+05
6.390000000000000000e+03 1.100000000000000000e+02 3.068020615843393840e+06 1.151413931548396613e+04 1.378944847209066360e+01 1.921674487684225664e+07 9.240840468949539587e+06 7.594891651711340994e+06 8.454067678764607990e+05 1.260861159427498205e+05
6.390000000000000000e+03 1.120000000000000000e+02 3.165520160658788402e+06 1.183722921822205717e+04 1.362487784891683518e+01 2.047097285179165751e+07 9.843966581227175891e+06 8.090590878470879979e+06 8.496447098218965111e+05 1.293386954987905483e+05
6.390000000000000000e+03 1.140000000000000000e+02 3.267275819446565583e+06 1.215022710863520660e+04 1.346498981586093713e+01 2.175435260466673225e+07 1.046111103692997992e+07 8.597811546359974891e+06 8.527614182019997388e+05 1.325274310433036298e+05
6.390000000000000000e+03 1.160000000000000000e+02 3.377986074778096750e+06 1.243470111603036094e+04 1.330976382208564424e+01 2.303697531542924792e+07 1.107789145046875998e+07 9.104733014105781913e+06 8.536078007226247573e+05 1.354988503529932350e+05
6.390000000000000000e+03 1.180000000000000000e+02 3.493791653574455995e+06 1.270522483782418567e+04 1.315898142793464309e+01 2.433083274570482969e+07 1.170007435289933905e+07 9.616094696777995676e+06 8.531621372361697722e+05 1.384075721135406056e+05
6.390000000000000000e+03 1.200000000000000000e+02 3.601755101533181965e+06 1.300105881259105445e+04 1.301240058626319218e+01 2.567730772312726825e+07 1.234755968621338345e+07 1.014825202263121307e+07 8.541034916159051936e+05 1.416403301032824675e+05
6.390000000000000000e+03 1.220000000000000000e+02 3.702729055734011345e+06 1.332946843151090616e+04 1.286970856153627096e+01 2.713080728333804756e+07 1.304651040048249252e+07 1.072270788112127781e+07 8.565015976122891298e+05 1.450277836029769969e+05
6.390000000000000000e+03 1.240000000000000000e+02 3.801879866016454063e+06 1.367806670221741115e+04 1.273095922872752084e+01 2.870043257046066597e+07 1.380130300283464789e+07 1.134305924998648651e+07 8.599148687453204766e+05 1.484626599403037108e+05
6.390000000000000000e+03 1.260000000000000000e+02 3.893694940947067458e+06 1.404568160278181131e+04 1.259587632446575789e+01 3.031924058550479263e+07 1.457974631947078928e+07 1.198284874388761632e+07 8.641593283612903906e+05 1.521445882651609718e+05
6.390000000000000000e+03 1.280000000000000000e+02 3.986048514306643978e+06 1.443139363632232562e+04 1.246432321441776736e+01 3.203515769780090079e+07 1.540488691400390863e+07 1.266101794656622410e+07 8.690950774985610042e+05 1.560175945743672783e+05
6.390000000000000000e+03 1.300000000000000000e+02 4.077545863316207193e+06 1.483404302764672684e+04 1.233615246756972894e+01 3.387693808736681193e+07 1.629055193520780280e+07 1.338893115947756544e+07 8.746443355810111389e+05 1.598896062701618066e+05
6.390000000000000000e+03 1.320000000000000000e+02 4.162312019007349387e+06 1.525446564543767272e+04 1.221114854940795524e+01 3.576899445784144104e+07 1.720039338805893436e+07 1.413671457570025697e+07 8.807691113411877304e+05 1.640043251064168289e+05
6.390000000000000000e+03 1.340000000000000000e+02 4.224103888424346223e+06 1.569171498478761896e+04 1.208941637462030982e+01 3.762200053699812293e+07 1.809145655589625239e+07 1.486906443470874242e+07 8.874634267523970921e+05 1.683046134750723431e+05
6.390000000000000000e+03 1.360000000000000000e+02 4.208140578518805094e+06 1.620055120137629456e+04 1.197060176715250179e+01 3.929648058034840226e+07 1.889667112517986447e+07 1.553085677174100839e+07 8.964071232213120675e+05 1.731051335882952844e+05
6.390000000000000000e+03 1.380000000000000000e+02 4.187516038086875807e+06 1.680810058001149810e+04 1.185466245096554339e+01 4.136768622756991535e+07 1.989266087719172984e+07 1.634944402883764170e+07 9.082178583665626356e+05 1.784374543591294496e+05
6.390000000000000000e+03 1.400000000000000000e+02 4.151558528430682141e+06 1.754022412856009396e+04 1.174150019748880602e+01 4.385184891139103472e+07 2.108723109224267304e+07 1.733124123485571519e+07 9.239745436965256231e+05 1.846019350713576132e+05
6.390000000000000000e+03 1.420000000000000000e+02 4.062316914213736076e+06 1.853263419957160659e+04 1.163105437076091775e+01 4.681048211458106339e+07 2.250996202883138880e+07 1.850055990767957643e+07 9.478706948248028057e+05 1.929445020161004795e+05
6.390000000000000000e+03 1.440000000000000000e+02 3.960369315076734405e+06 2.347666768729539399e+04 1.152303772849451846e+01 5.442689240893806517e+07 2.617249868253042921e+07 2.151073729887391999e+07 9.818373355296414811e+05 2.344034125852493162e+05
6.390000000000000000e+03 1.460000000000000000e+02 4.798070118341481313e+06 1.651216904300370879e+04 1.141757736782483867e+01 4.263011560426346958e+07 2.049973083352959901e+07 1.684838463482338190e+07 9.523901061592058977e+05 1.719415141926623182e+05
6.390000000000000000e+03 1.520000000000000000e+02 4.654948653665152378e+06 1.930491404927573603e+04 1.111509971336478486e+01 4.961084436555802077e+07 2.385658451783217490e+07 1.960732632509414479e+07 1.031050867425545119e+06 1.976845436426275701e+05
6.390000000000000000e+03 1.540000000000000000e+02 4.767628634916161187e+06 1.917894316994663313e+04 1.101873008049415859e+01 5.229718003613370657e+07 2.514837454454754665e+07 2.066902686225099862e+07 1.045146318021583138e+06 1.773263180000126595e+05
6.390000000000000000e+03 1.560000000000000000e+02 4.545961419292982668e+06 2.102260570981280762e+04 1.092428509108840551e+01 5.790054031986081600e+07 2.784288700250127912e+07 2.288360141757511348e+07 1.092003236668214668e+06 1.926628657857951184e+05
6.580000000000000000e+03 4.400000000000000000e+01 1.047239525544671342e+06 2.570649474100860061e+03 2.564967865709115102e+01 7.559427456173901446e+05 3.635135066151686478e+05 2.987656486390681239e+05 4.954308365736050182e+05 3.257530126017026487e+04
6.580000000000000000e+03 4.800000000000000000e+01 1.047239525544671342e+06 2.686028727009625072e+03 2.416703040224436450e+01 9.058412176462404896e+05 4.355958429023702047e+05 3.580089107582495199e+05 5.219687992893187911e+05 3.440821646067770780e+04
6.580000000000000000e+03 5.000000000000000000e+01 1.047239525544671342e+06 2.995638122724423283e+03 2.350434751565607527e+01 1.074492013339947443e+06 5.166956913915405166e+05 4.246635147756125079e+05 5.372454204298246186e+05 4.026521104319582810e+04
6.580000000000000000e+03 5.200000000000000000e+01 1.047239525544671342e+06 3.364678646256315460e+03 2.294642387595385102e+01 1.240040307318584528e+06 5.963036262612428982e+05 4.900919400344907772e+05 5.807744975604759529e+05 4.239607619609138055e+04
6.580000000000000000e+03 5.400000000000000000e+01 1.047239525544671342e+06 3.721240764179424332e+03 2.237439515515355026e+01 1.499201887715773890e+06 7.209277931261151098e+05 5.925184506645454094e+05 6.003372160778752295e+05 4.594995561458820157e+04
6.580000000000000000e+03 5.600000000000000000e+01 1.311744550280402415e+06 3.457616475230739070e+03 2.184028793711877725e+01 1.613943440444978885e+06 7.761040672935420880e+05 6.378669041363716824e+05 5.758823749508138280e+05 4.304779166339967924e+04
6.580000000000000000e+03 6.200000000000000000e+01 1.571555175901946146e+06 3.884956657855190315e+03 2.040747765717219053e+01 2.200625673444747459e+06 1.058224528165727388e+06 8.697369748571885284e+05 6.035388048555791611e+05 4.798583490489533870e+04
6.580000000000000000e+03 7.000000000000000000e+01 1.857380715995044680e+06 4.854516143623249263e+03 1.882139040578998390e+01 3.549241543533499818e+06 1.706739361934576416e+06 1.402740429851569235e+06 6.275815217339231167e+05 5.846446032971832756e+04
6.580000000000000000e+03 7.200000000000000000e+01 2.008025142709249398e+06 4.800591996815935090e+03 1.847120684287307668e+01 3.627843308822730090e+06 1.744536937864873558e+06 1.433805622985519469e+06 6.442631148599758744e+05 5.557035540325429611e+04
6.580000000000000000e+03 7.600000000000000000e+01 2.104421336954121478e+06 5.502600098256768433e+03 1.781727224813609922e+01 4.724698054433472455e+06 2.271986294494134840e+06 1.867307394693896174e+06 6.466738204580314923e+05 6.553309152523166267e+04
6.580000000000000000e+03 7.800000000000000000e+01 2.182342494543110952e+06 5.744852436157986631e+03 1.751138628914674200e+01 5.186649909901008010e+06 2.494127111165693495e+06 2.049881202748711221e+06 6.550070178666393040e+05 6.810412218497111462e+04
6.580000000000000000e+03 8.000000000000000000e+01 2.254232345584104769e+06 6.003492647895650407e+03 1.721831616234426576e+01 5.679675480917043984e+06 2.731210481844265014e+06 2.244736045095206238e+06 6.644211304409229197e+05 7.087180666161092813e+04
6.580000000000000000e+03 8.200000000000000000e+01 2.324262582826083526e+06 6.277915729722569267e+03 1.693719382847478272e+01 6.214874568590571173e+06 2.988574016616398469e+06 2.456258813858899754e+06 6.748920626169637544e+05 7.382535694684581540e+04
6.580000000000000000e+03 8.400000000000000000e+01 2.390249849008822814e+06 6.568353149909563399e+03 1.666725160786814541e+01 6.794899508351292461e+06 3.267493155663721263e+06 2.685497771913743578e+06 6.861904341423786245e+05 7.683806148223782657e+04
6.580000000000000000e+03 8.600000000000000000e+01 2.455486143165950663e+06 6.873936759031644215e+03 1.640785955499893234e+01 7.421574678332713433e+06 3.568845195708171465e+06 2.933173954707963858e+06 6.983000871800722089e+05 8.006028403546933259e+04
6.580000000000000000e+03 8.800000000000000000e+01 2.518978099345067982e+06 7.194916408525530642e+03 1.615841085511046060e+01 8.100942459422734566e+06 3.895535762972897384e+06 3.201675447656447068e+06 7.110761979601342464e+05 8.337854579724038194e+04
6.580000000000000000e+03 9.000000000000000000e+01 2.578921898660667241e+06 7.533628863193232974e+03 1.591801009170796810e+01 8.829100895525379106e+06 4.245688506700742058e+06 3.489460109570941888e+06 7.244997847055548336e+05 8.687130831535543257e+04
6.580000000000000000e+03 9.200000000000000000e+01 2.633684033660701010e+06 7.887207631230071456e+03 1.568649076671411713e+01 9.597371978337418288e+06 4.615130394943147898e+06 3.793098195547301788e+06 7.383146207461783197e+05 9.052876273608328484e+04
6.580000000000000000e+03 9.400000000000000000e+01 2.689022431554302573e+06 8.257962892711320819e+03 1.546318851926454663e+01 1.044013146245728619e+07 5.020391847720764577e+06 4.126175780297664925e+06 7.526775117649836466e+05 9.421831527889105200e+04
6.580000000000000000e+03 9.600000000000000000e+01 2.741627014629559126e+06 8.645200603433613651e+03 1.524765162589078038e+01 1.133449512353013456e+07 5.450468427608102560e+06 4.479648501437955536e+06 7.674301124894950772e+05 9.811894477039117191e+04
6.580000000000000000e+03 9.800000000000000000e+01 2.793500208927331958e+06 9.048937198037714552e+03 1.503949323112479242e+01 1.229988044250348583e+07 5.914697503909636289e+06 4.861190586049333215e+06 7.825418242199033266e+05 1.021033129859123146e+05
6.580000000000000000e+03 1.000000000000000000e+02 2.840492230507346801e+06 9.469561193499472211e+03 1.483828453314780482e+01 1.331810581755258329e+07 6.404336009940069169e+06 5.263616254396541044e+06 7.978100561163029633e+05 1.062283084895469219e+05
6.580000000000000000e+03 1.020000000000000000e+02 2.890523971573856194e+06 9.905170070351001414e+03 1.464374984797465551e+01 1.441122868791781738e+07 6.929990803337380290e+06 5.695643104710634798e+06 8.133538002167196246e+05 1.105575595150478766e+05
6.580000000000000000e+03 1.040000000000000000e+02 2.936433357326037716e+06 1.035822790670703398e+04 1.445534346971143691e+01 1.557820460917054862e+07 7.491159637524137273e+06 6.156858348961039446e+06 8.288530138300426770e+05 1.148770872710014955e+05
6.580000000000000000e+03 1.060000000000000000e+02 2.981861346798328217e+06 1.082036281075473380e+04 1.427293934489169125e+01 1.680015466953665018e+07 8.078764127318555489e+06 6.639800614769361913e+06 8.439241263000238687e+05 1.193042366599446832e+05
6.580000000000000000e+03 1.080000000000000000e+02 3.035967531764992978e+06 1.127718157591780437e+04 1.409620807791327479e+01 1.809002828567810729e+07 8.699031315557820722e+06 7.149587804107603617e+06 8.578248511014856631e+05 1.236847282493288949e+05
6.580000000000000000e+03 1.100000000000000000e+02 3.106393021926345304e+06 1.169052666866717846e+04 1.392479787944091640e+01 1.940365385930135101e+07 9.330720211860608310e+06 7.668762303562430665e+06 8.681596104115203489e+05 1.276158308506916364e+05
6.580000000000000000e+03 1.120000000000000000e+02 3.205628398836764973e+06 1.202547981772202547e+04 1.375861939923537136e+01 2.070184191795201600e+07 9.954985602569036186e+06 8.181835548390639015e+06 8.731728687683516182e+05 1.309005959120704792e+05
6.580000000000000000e+03 1.140000000000000000e+02 3.306721962900182698e+06 1.235496066383400102e+04 1.359721494808947462e+01 2.202555282722346112e+07 1.059152427849881537e+07 8.704996000305684283e+06 8.773055016376614803e+05 1.342041903097098111e+05
6.580000000000000000e+03 1.160000000000000000e+02 3.417012601371235214e+06 1.266371469105027791e+04 1.344043011617195127e+01 2.337914364393113926e+07 1.124243143668793887e+07 9.239965666580172256e+06 8.797111076382170431e+05 1.373307256789555831e+05
6.580000000000000000e+03 1.180000000000000000e+02 3.531536006502960343e+06 1.294752514591530053e+04 1.328808425127086501e+01 2.471020946409191191e+07 1.188250690090455860e+07 9.766032945414679125e+06 8.800166499299843563e+05 1.403083829297896300e+05
6.580000000000000000e+03 1.200000000000000000e+02 3.650615739143243525e+06 1.322248290252044535e+04 1.314002223662996727e+01 2.606142904397372529e+07 1.253227379203168117e+07 1.030006544533303380e+07 8.794119809502316639e+05 1.432859456102463009e+05
6.580000000000000000e+03 1.220000000000000000e+02 3.758052976090666372e+06 1.352995141760360093e+04 1.299602582652983251e+01 2.748125632887996361e+07 1.321503237145641446e+07 1.086121326001840644e+07 8.804487008693780517e+05 1.465315629546233104e+05
6.580000000000000000e+03 1.240000000000000000e+02 3.864876563572081272e+06 1.386618409250345576e+04 1.285590002639792573e+01 2.903508387440738082e+07 1.396222824445682392e+07 1.147532100455877557e+07 8.829666044013744686e+05 1.499480175090771518e+05
6.580000000000000000e+03 1.260000000000000000e+02 3.963989264960270375e+06 1.422507687259959312e+04 1.271949866895568348e+01 3.065328570511928201e+07 1.474038006257202476e+07 1.211487092071904987e+07 8.865097187067209743e+05 1.535893369771163561e+05
6.580000000000000000e+03 1.280000000000000000e+02 4.063650543632283341e+06 1.460363443489731799e+04 1.258665715965870469e+01 3.238869168338532746e+07 1.557489235363871977e+07 1.280074256345215067e+07 8.908956910527435830e+05 1.573589251941095572e+05
6.580000000000000000e+03 1.300000000000000000e+02 4.156559520153964870e+06 1.500076077312830785e+04 1.245722801901751531e+01 3.420931153634443879e+07 1.645038181471138448e+07 1.352029265431286953e+07 8.959800678500967333e+05 1.612002183763004432e+05
6.580000000000000000e+03 1.320000000000000000e+02 4.249426993207991123e+06 1.541551145652662672e+04 1.233107175494504837e+01 3.612961080067179352e+07 1.737380455191359669e+07 1.427923830014921166e+07 9.016751231692429865e+05 1.652286991328917793e+05
6.580000000000000000e+03 1.340000000000000000e+02 4.301684749368345365e+06 1.585249554154206999e+04 1.220807146045853564e+01 3.791595338142406195e+07 1.823281095062558725e+07 1.498524123876351118e+07 9.081489956564843887e+05 1.695218146734915499e+05
6.580000000000000000e+03 1.360000000000000000e+02 4.287993293886726722e+06 1.636720606245973431e+04 1.208808918897384288e+01 3.962985254756245762e+07 1.905698116653122008e+07 1.566261290353832580e+07 9.170608683577893535e+05 1.743065967066299636e+05
6.580000000000000000e+03 1.400000000000000000e+02 4.227310437599440105e+06 1.772975851592995969e+04 1.185672929631529904e+01 4.419938190182792395e+07 2.125435080699698254e+07 1.746859412290618941e+07 9.451088689873859985e+05 1.860396402740993071e+05
6.580000000000000000e+03 1.420000000000000000e+02 4.127629001026890241e+06 1.876973280730605984e+04 1.174513553888011508e+01 4.720848715071811527e+07 2.270135245776990801e+07 1.865786048827577755e+07 9.704871052213809453e+05 1.947879277316173830e+05
6.580000000000000000e+03 1.440000000000000000e+02 4.039833678004195914e+06 2.515056463006059494e+04 1.163635400565061317e+01 5.623122498049677908e+07 2.704015600709617883e+07 2.222385028822084144e+07 1.005073863090451108e+06 2.482219900744926417e+05
6.580000000000000000e+03 1.460000000000000000e+02 4.987773314382797107e+06 1.634708277389316027e+04 1.152980240045706495e+01 4.217821302659970522e+07 2.028242245719109103e+07 1.666978252835417353e+07 9.885853828933187760e+05 1.600622414539994206e+05
6.580000000000000000e+03 1.480000000000000000e+02 4.836259057593921199e+06 1.746872391362996495e+04 1.142554954719030214e+01 4.508758718600125611e+07 2.168146598114985228e+07 1.781963291438763216e+07 1.006895336754114949e+06 1.823682582619378518e+05
6.580000000000000000e+03 1.500000000000000000e+02 4.816160194570124149e+06 1.822028627903248707e+04 1.132372783953138295e+01 4.746376358439920843e+07 2.282410835707791895e+07 1.875875150116420910e+07 1.020013908737115795e+06 1.888795541982014256e+05
6.580000000000000000e+03 1.520000000000000000e+02 4.763099455837044865e+06 1.926728537900216907e+04 1.122418735220023756e+01 5.021317254431471229e+07 2.414622871332498640e+07 1.984538002699568123e+07 1.035413432805140736e+06 1.984130286652663199e+05
6.580000000000000000e+03 1.560000000000000000e+02 4.697508641020979732e+06 2.260573997647159194e+04 1.103148200145541935e+01 5.739172024811515957e+07 2.759820846092022210e+07 2.268250423176706582e+07 1.095782317101488356e+06 2.137522603206323402e+05
