# ratedPower, rotorDiameter, ratedQ, blade_mass, Vrated, I1, I2, I3, ratedT, extremeT
3.540000000000000000e+03 4.000000000000000000e+01 5.634084985453095287e+05 1.744143385081075166e+03 2.223006587425224367e+01 4.564517650243538665e+05 2.194959640351746930e+05 1.804000480731796415e+05 3.043195135456465068e+05 2.329003839988737309e+04
3.540000000000000000e+03 4.200000000000000000e+01 5.634084985453095287e+05 1.938409371481192238e+03 2.137557036150409928e+01 5.367323448084965348e+05 2.581008388615059666e+05 2.121287466173278226e+05 3.224565608856885810e+05 2.600817960464978751e+04
3.540000000000000000e+03 4.400000000000000000e+01 5.634084985453095287e+05 2.159271506930791475e+03 2.077415293886457093e+01 6.401801053470936604e+05 3.078462175993617857e+05 2.530136383062228851e+05 3.458743154759309837e+05 2.859189829846300927e+04
3.540000000000000000e+03 4.600000000000000000e+01 5.634084985453095287e+05 2.407447663552834001e+03 2.024909110834304471e+01 7.621177185206481954e+05 3.664828929428113624e+05 3.012061374134710641e+05 3.691223929738844163e+05 3.138711166834063988e+04
3.540000000000000000e+03 4.800000000000000000e+01 5.634084985453095287e+05 2.683535319790989888e+03 1.967225003823797991e+01 9.058439893548910040e+05 4.355971757460765075e+05 3.580100062001167680e+05 3.615071866019424633e+05 3.418996077193246310e+04
3.540000000000000000e+03 5.000000000000000000e+01 -2.802149801575404126e+05 1.787104220451669335e+03 1.484070433675923262e+01 8.072785287813071627e+05 3.881995700253155082e+05 3.190547097409588168e+05 -1.771162686240617768e+05 2.440452233443335354e+04
3.540000000000000000e+03 5.600000000000000000e+01 8.481483361866857158e+05 2.916871362836785920e+03 1.776304479939132364e+01 1.410134632729444653e+06 6.780976312224844005e+05 5.573170596031642053e+05 3.612511691921080928e+05 3.725983324059841107e+04
3.540000000000000000e+03 5.800000000000000000e+01 8.983935397433745675e+05 3.075985168685458120e+03 1.735233202882126591e+01 1.601031340073898900e+06 7.698949689049796434e+05 6.327637504054526798e+05 3.676518788674982497e+05 3.913190170153808140e+04
3.540000000000000000e+03 6.000000000000000000e+01 9.396589444716663565e+05 3.245068684777175349e+03 1.696453529122220161e+01 1.800472215588023886e+06 8.658009782434613444e+05 7.115872894678672310e+05 3.744088331882138737e+05 4.108628418988784688e+04
3.540000000000000000e+03 6.200000000000000000e+01 9.777434496730848914e+05 3.429251698273317288e+03 1.659774250133656892e+01 2.020681850450976752e+06 9.716941520632597385e+05 7.986191113589151064e+05 3.822871926196878194e+05 4.326334853750330512e+04
3.540000000000000000e+03 6.400000000000000000e+01 1.015502076356126228e+06 3.628665029170808339e+03 1.625010352536718017e+01 2.271629890695924871e+06 1.092368637818318326e+06 8.977994453897046624e+05 3.910859076102186809e+05 4.553079271277596854e+04
3.540000000000000000e+03 6.600000000000000000e+01 1.052317081068046857e+06 3.839936107949514280e+03 1.592018753915548324e+01 2.551454670701108407e+06 1.226929208188533317e+06 1.008392519254384912e+06 4.004787981925562490e+05 4.785013511805274175e+04
3.540000000000000000e+03 6.800000000000000000e+01 1.087374937041762285e+06 4.063201570668904424e+03 1.560643127966992694e+01 2.857596875428439118e+06 1.374145154116344638e+06 1.129386833838956663e+06 4.103977466231010039e+05 5.031130971899104770e+04
3.540000000000000000e+03 7.000000000000000000e+01 1.121592173542957753e+06 4.297994387241515142e+03 1.530772759391858884e+01 3.194462751033888198e+06 1.536135326533853076e+06 1.262523837154508103e+06 4.205828122268964071e+05 5.283896591214465298e+04
3.540000000000000000e+03 7.200000000000000000e+01 1.154817868150092429e+06 4.542822841931089897e+03 1.502296280934808159e+01 3.560044279185468797e+06 1.711934120850712061e+06 1.407009914998227032e+06 4.307659549020733102e+05 5.544551294532334578e+04
3.540000000000000000e+03 7.400000000000000000e+01 1.187083514682619832e+06 4.794958547435100627e+03 1.475118264202568952e+01 3.951158378793005366e+06 1.900010874889608473e+06 1.561587041822423693e+06 4.407059595588466618e+05 5.813899531247079722e+04
3.540000000000000000e+03 7.600000000000000000e+01 1.218432737954023061e+06 5.054903886494868857e+03 1.449106963126611092e+01 4.369955457522677258e+06 2.101399664625101723e+06 1.727105107311137486e+06 4.504118210679528420e+05 6.091448325196201768e+04
3.540000000000000000e+03 7.800000000000000000e+01 1.255066930195994442e+06 5.307219684417885219e+03 1.424238092543846257e+01 4.817130156884707510e+06 2.316434525369634852e+06 1.903838649480079999e+06 4.587564848176314263e+05 6.357321121121693432e+04
3.540000000000000000e+03 8.000000000000000000e+01 1.297922599381409818e+06 5.542939997996048078e+03 1.400393555934757295e+01 5.278718592120805755e+06 2.538400582559115253e+06 2.086268825650332961e+06 4.652660823865257553e+05 6.615250857660730253e+04
3.540000000000000000e+03 8.200000000000000000e+01 1.350033377679666970e+06 5.754123940321653208e+03 1.377527696033129168e+01 5.754115154965529218e+06 2.767006614688367117e+06 2.274156285755645484e+06 4.693848135347244097e+05 6.851264216326599126e+04
3.540000000000000000e+03 8.400000000000000000e+01 1.406497175548661035e+06 5.955708966527379744e+03 1.355578995122672836e+01 6.248223729462064803e+06 3.004610774004908279e+06 2.469439155540997628e+06 4.723105326079687220e+05 7.080051416881624027e+04
3.540000000000000000e+03 8.600000000000000000e+01 1.466718184663231485e+06 6.144164149776328486e+03 1.334474941165658457e+01 6.750752858870303258e+06 3.246264162527424283e+06 2.668050018834696151e+06 4.736616987102890853e+05 7.297629759985585406e+04
3.540000000000000000e+03 8.800000000000000000e+01 1.532091630526133114e+06 6.319701979703528195e+03 1.314179275433622074e+01 7.260203610407618806e+06 3.491245981868534815e+06 2.869396463542486075e+06 4.737336509867751156e+05 7.515374743143659725e+04
3.540000000000000000e+03 9.000000000000000000e+01 1.594713723766486859e+06 6.510921158734215169e+03 1.294637289903796962e+01 7.815282548823234625e+06 3.758169227738021873e+06 3.088776198374366853e+06 4.745252342953793705e+05 7.731858776149916230e+04
3.540000000000000000e+03 9.200000000000000000e+01 1.653279660127596231e+06 6.720496350341574725e+03 1.275804518758000583e+01 8.403157978074755520e+06 4.040863466129826382e+06 3.321117847206323873e+06 4.764627462788045523e+05 7.976281510049825010e+04
3.540000000000000000e+03 9.400000000000000000e+01 1.708752876364371972e+06 6.944531619804990441e+03 1.257643294053364436e+01 9.032949108610313386e+06 4.343713891804770567e+06 3.570025527996242978e+06 4.791267182307688054e+05 8.229060789653082611e+04
3.540000000000000000e+03 9.600000000000000000e+01 1.763821852491210680e+06 7.181344341326896938e+03 1.240116097671260320e+01 9.709358023702209815e+06 4.668981616187785752e+06 3.837357610266085248e+06 4.824465873014103272e+05 8.496409309118712554e+04
3.540000000000000000e+03 9.800000000000000000e+01 1.816229089153390145e+06 7.430325011264520072e+03 1.223182444430852911e+01 1.042398770475322194e+07 5.012628728083764203e+06 4.119795402590637095e+06 4.862830212772206287e+05 8.776533796060062014e+04
3.540000000000000000e+03 1.000000000000000000e+02 1.868569825552470284e+06 7.690908050189235837e+03 1.206818980341692971e+01 1.119650915738479048e+07 5.384114510320081376e+06 4.425113330728918314e+06 4.905363857822610298e+05 9.059905723977484740e+04
3.540000000000000000e+03 1.020000000000000000e+02 1.919658496076108888e+06 7.962591257897976902e+03 1.190991319134285753e+01 1.201137531594024971e+07 5.775962777184000239e+06 4.747166843149379827e+06 4.952107813294206280e+05 9.359373972119535028e+04
3.540000000000000000e+03 1.040000000000000000e+02 1.970193411426829873e+06 8.245172094236577323e+03 1.175674652459305136e+01 1.288299420770063438e+07 6.195101980004278012e+06 5.091650317688414827e+06 5.002298081370843574e+05 9.664616989031709090e+04
3.540000000000000000e+03 1.060000000000000000e+02 2.019226771445160033e+06 8.539310614563570198e+03 1.160838197821252926e+01 1.379884860915324092e+07 6.635512906560717151e+06 5.453616664869192056e+06 5.056070755346404621e+05 9.986444384301155515e+04
3.540000000000000000e+03 1.080000000000000000e+02 2.065648219808217837e+06 8.844788698914435372e+03 1.146462672984743669e+01 1.476922087898141704e+07 7.102140079812138341e+06 5.837129705105860718e+06 5.112697398146875785e+05 1.031168675185975590e+05
3.540000000000000000e+03 1.120000000000000000e+02 2.162483343757227995e+06 9.488918670618533724e+03 1.119024180794234802e+01 1.691320349675281346e+07 8.133126413137592375e+06 6.684480064882397652e+06 5.234966184873561724e+05 1.099683912387164310e+05
3.540000000000000000e+03 1.140000000000000000e+02 2.208439579056074843e+06 9.833251535317162052e+03 1.105875200804212533e+01 1.809732967248159274e+07 8.702542365482537076e+06 7.152473477099315263e+06 5.301035383972893469e+05 1.134796337091157766e+05
3.540000000000000000e+03 1.160000000000000000e+02 2.254032612378964666e+06 1.018845138713343658e+04 1.093127531427897381e+01 1.934545502020193636e+07 9.302733880614474416e+06 7.645760807729070075e+06 5.369700950168834534e+05 1.171245951613715879e+05
3.540000000000000000e+03 1.180000000000000000e+02 2.300285376068333164e+06 1.055758560919823503e+04 1.080740067747520783e+01 2.067615468842761964e+07 9.942633271742690355e+06 8.171683375048027374e+06 5.441551608324236004e+05 1.209009822423738224e+05
3.540000000000000000e+03 1.200000000000000000e+02 2.342783833545179106e+06 1.094053632605777238e+04 1.068706069948662396e+01 2.206728033899418637e+07 1.061158997026455030e+07 8.721487655517075211e+06 5.516423958056372358e+05 1.247972952496848739e+05
3.540000000000000000e+03 1.220000000000000000e+02 2.381338288425613195e+06 1.134183793963389144e+04 1.056986410147250055e+01 2.351575865501331910e+07 1.130812609679634869e+07 9.293959004880502820e+06 5.595732752631065669e+05 1.289292873279625783e+05
3.540000000000000000e+03 1.240000000000000000e+02 2.414819814035865944e+06 1.176230948444164278e+04 1.045590373797655914e+01 2.499088316024949029e+07 1.201747569331165217e+07 9.876961530118480325e+06 5.680181137838315917e+05 1.334516173260007636e+05
3.540000000000000000e+03 1.260000000000000000e+02 2.718613850473516621e+06 1.039755312040163153e+04 1.034496473699253016e+01 2.142220790984551236e+07 1.030139115944180079e+07 8.466540460334481671e+06 5.914437768376664026e+05 1.081572098665318335e+05
3.540000000000000000e+03 1.280000000000000000e+02 2.764379854205398820e+06 1.073398086514167153e+04 1.023697600956618814e+01 2.260096759908644110e+07 1.086822650587087125e+07 8.932412915870817378e+06 5.986435853666460607e+05 1.105012299817330349e+05
3.540000000000000000e+03 1.320000000000000000e+02 2.525639282551189885e+06 1.372761082686351256e+04 1.002905231704863986e+01 3.214145317575106397e+07 1.545600168711472303e+07 1.270302832050167769e+07 6.089087515717901988e+05 1.533827887070614379e+05
3.540000000000000000e+03 1.340000000000000000e+02 2.545461992432821542e+06 1.435439326245412485e+04 9.929015520465656053e+00 3.451399865833972394e+07 1.659689804861813597e+07 1.364071188733367994e+07 6.233918942612125538e+05 1.592116799498023174e+05
3.540000000000000000e+03 1.360000000000000000e+02 2.568461858698345721e+06 1.518085441820555388e+04 9.831443873204312567e+00 3.716876069480316341e+07 1.787350512329214066e+07 1.468993381109008007e+07 6.330780206101023359e+05 1.658369977447608253e+05
3.540000000000000000e+03 1.400000000000000000e+02 2.646543154958867468e+06 1.930483078979496349e+04 9.643264539591296369e+00 4.639678942659179866e+07 2.231102780987911671e+07 1.833705921271172166e+07 6.527778685741948429e+05 1.991086984946886951e+05
3.730000000000000000e+03 4.000000000000000000e+01 5.936479377327696420e+05 1.871187903045393796e+03 2.262070183400134482e+01 4.735192946359917405e+05 2.277033019246567274e+05 1.871455213046515710e+05 3.152350133205440943e+05 2.474595631576688538e+04
3.730000000000000000e+03 4.200000000000000000e+01 5.936479377327696420e+05 1.938046371868960250e+03 2.178309216020853256e+01 5.362264242957062088e+05 2.578575546435685828e+05 2.119287954027154483e+05 3.305339735181666911e+05 2.602473144569353826e+04
3.730000000000000000e+03 4.400000000000000000e+01 5.936479377327696420e+05 2.158918663416104664e+03 2.113259051628495655e+01 6.398518960423876997e+05 3.076883901501944638e+05 2.528839225752653147e+05 3.541750326635529054e+05 2.859854860196579830e+04
3.730000000000000000e+03 4.600000000000000000e+01 5.936479377327696420e+05 2.408183786617555143e+03 2.058308238651475719e+01 7.621133738763423171e+05 3.664808037146313582e+05 3.012044203119025915e+05 3.779357669996142504e+05 3.139953108266861818e+04
3.730000000000000000e+03 4.800000000000000000e+01 5.936479377327696420e+05 2.685088277546974950e+03 2.002433214960001351e+01 9.053363242159623187e+05 4.353530525821092306e+05 3.578093654698461178e+05 3.851906526203220128e+05 3.421105690228011372e+04
3.730000000000000000e+03 6.200000000000000000e+01 1.020769140672461712e+06 3.457161551194610183e+03 1.688949914688480192e+01 2.032543053382202517e+06 9.773979007865609601e+05 8.033069266834646696e+05 3.945666200627198559e+05 4.357012624733892153e+04
3.730000000000000000e+03 6.400000000000000000e+01 1.063399499805344734e+06 3.652482674504547504e+03 1.653577947065169695e+01 2.285706424278048798e+06 1.099137682316846913e+06 9.033628094283634564e+05 4.029992407649097731e+05 4.577420274381711351e+04
3.730000000000000000e+03 6.600000000000000000e+01 1.103752654081482906e+06 3.860185256289272274e+03 1.620002463342326848e+01 2.564273827046113089e+06 1.233093612175259506e+06 1.013458939406737685e+06 4.121409116056414205e+05 4.809058424371600267e+04
3.730000000000000000e+03 6.800000000000000000e+01 1.142607743202069774e+06 4.080157066110799860e+03 1.588078763023590945e+01 2.871701745515034534e+06 1.380927824914173456e+06 1.134961397104260279e+06 4.218759105556400609e+05 5.050040448334989924e+04
3.730000000000000000e+03 7.000000000000000000e+01 1.179820632543222746e+06 4.312257970407305947e+03 1.557684448919588327e+01 3.208179249384678900e+06 1.542731239310164005e+06 1.267944907137108035e+06 4.320322557733755675e+05 5.301629307826733566e+04
3.730000000000000000e+03 7.200000000000000000e+01 1.215196075031443266e+06 4.555945109826865519e+03 1.528702359613155082e+01 3.573276627569719218e+06 1.718297218307231553e+06 1.412239637977855280e+06 4.424152704351301654e+05 5.563877261666752020e+04
3.730000000000000000e+03 7.400000000000000000e+01 1.249194578242118936e+06 4.810243708064094790e+03 1.501057054614268083e+01 3.966680864746706095e+06 1.907475240852676332e+06 1.567721878900145181e+06 4.528121464027091279e+05 5.837376138794901635e+04
3.730000000000000000e+03 7.600000000000000000e+01 1.280360463397338055e+06 5.076069291097624046e+03 1.474582055397172908e+01 4.390269059077051468e+06 2.111167955379691906e+06 1.735133501498096157e+06 4.633215396952904994e+05 6.117908508419245481e+04
3.730000000000000000e+03 7.800000000000000000e+01 1.314114465283678146e+06 5.344843832005962213e+03 1.449269419276042292e+01 4.846106044255208224e+06 2.330368287531389855e+06 1.915290574689137982e+06 4.732655883408546797e+05 6.402220559088068694e+04
3.730000000000000000e+03 8.000000000000000000e+01 1.351932893030374777e+06 5.608799096408061814e+03 1.425010150642573237e+01 5.330027504794688895e+06 2.563073724638760556e+06 2.106547266927599907e+06 4.820601478255059337e+05 6.681303616442730709e+04
3.730000000000000000e+03 8.200000000000000000e+01 1.396351540122505743e+06 5.855601356174533066e+03 1.401743936975679183e+01 5.830238414083504118e+06 2.803612340475642588e+06 2.304241917265114840e+06 4.888702978487492073e+05 6.947825270628603175e+04
3.730000000000000000e+03 8.400000000000000000e+01 1.449688982367650373e+06 6.077945191553740187e+03 1.379408146699670645e+01 6.342591651390473358e+06 3.049989890890493989e+06 2.506735489911711775e+06 4.932971370413107798e+05 7.194346639537392184e+04
3.730000000000000000e+03 8.600000000000000000e+01 1.508271366989188129e+06 6.289633654596039378e+03 1.357935415342072361e+01 6.875313685168214142e+06 3.306162273881685454e+06 2.717279271022995003e+06 4.965072576445853338e+05 7.434417217172066739e+04
3.730000000000000000e+03 8.800000000000000000e+01 1.571624542857229244e+06 6.488753738172850717e+03 1.337281779436801266e+01 7.424682282074120827e+06 3.570339562761441804e+06 2.934402149902503937e+06 4.982315846335234819e+05 7.660170974313898478e+04
3.730000000000000000e+03 9.000000000000000000e+01 1.639293653359952616e+06 6.672820737237672802e+03 1.317395960212396133e+01 7.974872135090398602e+06 3.834911772672242485e+06 3.151849607747729868e+06 4.984119666292125476e+05 7.882176097526762169e+04
3.730000000000000000e+03 9.200000000000000000e+01 1.703755616385534639e+06 6.869147965283504163e+03 1.298233569536736098e+01 8.554595473326973617e+06 4.113685879270642065e+06 3.380969366067522205e+06 4.991090450438893167e+05 8.114384831881114224e+04
3.730000000000000000e+03 9.400000000000000000e+01 1.767506585352709517e+06 7.084598512839407704e+03 1.279753339269849910e+01 9.198130394914960489e+06 4.423145342083145864e+06 3.635308903532227501e+06 5.009536749884799938e+05 8.354438929707577336e+04
3.730000000000000000e+03 9.600000000000000000e+01 1.824877689489223063e+06 7.315014506101010738e+03 1.261916098106099859e+01 9.861073217392921448e+06 4.741937567395793274e+06 3.897318881822951604e+06 5.036044613277909230e+05 8.619642035307284095e+04
3.730000000000000000e+03 9.800000000000000000e+01 1.882798415398890618e+06 7.559108751178419880e+03 1.244688501041599871e+01 1.058337059795285389e+07 5.089271879615234211e+06 4.182787122194836382e+06 5.069165159626525128e+05 8.892593396706851490e+04
3.730000000000000000e+03 1.000000000000000000e+02 1.939837458482816117e+06 7.815659092149569915e+03 1.228036284556756286e+01 1.136016303772711754e+07 5.462811470188162290e+06 4.489793040926869027e+06 5.107525752173523069e+05 9.171977777357901505e+04
3.730000000000000000e+03 1.020000000000000000e+02 1.994424412543935701e+06 8.083902097545723336e+03 1.211930907542775060e+01 1.217448586770181172e+07 5.854398464252278209e+06 4.811631817619264126e+06 5.150595675621188129e+05 9.468553645588060317e+04
3.730000000000000000e+03 1.040000000000000000e+02 2.047208522007685155e+06 8.363400501859619908e+03 1.196344445913535459e+01 1.304191590850395709e+07 6.271523355923535302e+06 5.154459763639974408e+06 5.197508753700831439e+05 9.769629674805728428e+04
3.730000000000000000e+03 1.060000000000000000e+02 2.100466114183105994e+06 8.654834066918339886e+03 1.181247059590037374e+01 1.396442374443672039e+07 6.715133748726510443e+06 5.519055698418047279e+06 5.248457445502284681e+05 1.008673451701465092e+05
3.730000000000000000e+03 1.100000000000000000e+02 2.203685563426976092e+06 9.273722006706380853e+03 1.152411180077071329e+01 1.598033979177285917e+07 7.684536148124431260e+06 6.315791256733897142e+06 5.360969444837747142e+05 1.075232878924593097e+05
3.730000000000000000e+03 1.120000000000000000e+02 2.253825901670175139e+06 9.598186050892027197e+03 1.138673604274226392e+01 1.708651320374494791e+07 8.216466612755097449e+06 6.752975975882459432e+06 5.420861405777164036e+05 1.108797181509297079e+05
3.730000000000000000e+03 1.140000000000000000e+02 2.302500238964358810e+06 9.936855931372596388e+03 1.125316522455479351e+01 1.825305173031071946e+07 8.777425115038607270e+06 7.214018351872513071e+06 5.484503916904791258e+05 1.144019917495974223e+05
3.730000000000000000e+03 1.160000000000000000e+02 2.350121960380650591e+06 1.029367593843132272e+04 1.112311032793714105e+01 1.950132879098810256e+07 9.377689585046205670e+06 7.707365642889849842e+06 5.551867533576219575e+05 1.180404197833155631e+05
3.730000000000000000e+03 1.180000000000000000e+02 2.400188737775124609e+06 1.065356162199231221e+04 1.099736994538119639e+01 2.081429414863356575e+07 1.000906100039345957e+07 8.226279210077007301e+06 5.621094562243217370e+05 1.217850783709124080e+05
3.730000000000000000e+03 1.200000000000000000e+02 2.447809178899475373e+06 1.103223800698740342e+04 1.087486268928329558e+01 2.222013458938553929e+07 1.068509366466856748e+07 8.781899108011554927e+06 5.693784269508430734e+05 1.255813346088296385e+05
3.730000000000000000e+03 1.220000000000000000e+02 2.494563434617504943e+06 1.142621536706056031e+04 1.075569256076074964e+01 2.371081631884827092e+07 1.140192433189270645e+07 9.371050199677372351e+06 5.769823298386726528e+05 1.295065788054061704e+05
3.730000000000000000e+03 1.240000000000000000e+02 2.532700632076510228e+06 1.183805824243748430e+04 1.063970347062754840e+01 2.519125106356129423e+07 1.211382748657678440e+07 9.956151451506655663e+06 5.850701641290695406e+05 1.338865762489590270e+05
3.730000000000000000e+03 1.260000000000000000e+02 2.566331805511266924e+06 1.227060706889118046e+04 1.052679705830913726e+01 2.673494977343393490e+07 1.285615266191107593e+07 1.056625605140161142e+07 5.936358410199774662e+05 1.384909555956314143e+05
3.730000000000000000e+03 1.300000000000000000e+02 2.629849836893938947e+06 1.320521808471442455e+04 1.030976831086262990e+01 3.016491717778883874e+07 1.450553614493460394e+07 1.192185664723247476e+07 6.124612933276032563e+05 1.481698371816939907e+05
3.730000000000000000e+03 1.320000000000000000e+02 2.662544305261807051e+06 1.371831014009172941e+04 1.020536707086492534e+01 3.211833528473322466e+07 1.544488488537522219e+07 1.269389160777422041e+07 6.230312351453786250e+05 1.533293764802912483e+05
3.730000000000000000e+03 1.340000000000000000e+02 3.049603388755516615e+06 1.190554529006067605e+04 1.010357615252368113e+01 2.684347617478698120e+07 1.290834022895221598e+07 1.060914813665897399e+07 6.382542323617723305e+05 1.214914299264591391e+05
3.730000000000000000e+03 1.360000000000000000e+02 2.668938992757395376e+06 1.492473869107983046e+04 1.000428897324833066e+01 3.644185640132756531e+07 1.752395546463495493e+07 1.440264481467092782e+07 6.497997582581012975e+05 1.644849557729632361e+05
3.730000000000000000e+03 1.380000000000000000e+02 2.864970545478795189e+06 1.428080116380146501e+04 9.907373494689698745e+00 3.485079410305411369e+07 1.675885435262387618e+07 1.377382105477016047e+07 6.468165202672206797e+05 1.484568035394365434e+05
3.730000000000000000e+03 1.480000000000000000e+02 3.112783188483940437e+06 2.050798097681706349e+04 9.455974571853069222e+00 4.599146051853153110e+07 2.211611551849764585e+07 1.817686407249658555e+07 7.274422559631173499e+05 2.125965676533076912e+05
3.730000000000000000e+03 1.500000000000000000e+02 3.119756902058870997e+06 2.335673906231125875e+04 9.372105627618113388e+00 5.165480933844386041e+07 2.483947492719179392e+07 2.041514745236884803e+07 7.308997503830607748e+05 2.343265207229081134e+05
3.730000000000000000e+03 1.600000000000000000e+02 -1.647458626081500435e+06 1.858640110724750048e+04 6.732082709718143043e+00 5.227817387561165541e+07 2.513923496870173514e+07 2.066151519829307497e+07 -4.925978344918246876e+04 1.806535335179315880e+05
3.730000000000000000e+03 1.680000000000000000e+02 -2.632095266855924856e+06 2.868157724120821513e+04 8.660408468726105369e+00 8.505614727666114271e+07 4.090132293083022535e+07 3.361611068983474374e+07 1.105154773612888093e+05 2.257824122196657117e+05
3.920000000000000000e+03 4.000000000000000000e+01 6.238873769202297553e+05 2.819675789327025541e+03 2.299856029407195379e+01 5.094139911736950162e+05 2.449641422236812359e+05 2.013319161817277200e+05 3.322077797914653202e+05 3.834396648422636645e+04
3.920000000000000000e+03 4.200000000000000000e+01 6.238873769202297553e+05 1.938292413728357133e+03 2.218992935780732267e+01 5.368216402186907362e+05 2.581437787374059844e+05 2.121640381804810313e+05 3.388548298648676137e+05 2.600203894686148851e+04
3.920000000000000000e+03 4.400000000000000000e+01 6.238873769202297553e+05 2.160098804046866007e+03 2.148730397473989484e+01 6.402534063057430321e+05 3.078814661531330203e+05 2.530426085008357768e+05 3.625106156380053726e+05 2.860340826345063761e+04
3.920000000000000000e+03 4.600000000000000000e+01 6.238873769202297553e+05 2.407399637716440793e+03 2.091083370729126401e+01 7.622079867247930961e+05 3.665263006104089436e+05 3.012418134467674536e+05 3.866366469442968373e+05 3.138329757254181095e+04
3.920000000000000000e+03 4.800000000000000000e+01 6.238873769202297553e+05 2.724274873086897969e+03 2.036619057326140236e+01 8.747571541017016862e+05 4.206483128090751125e+05 3.457237867047903710e+05 4.053494967257647659e+05 3.602542430870472890e+04
3.920000000000000000e+03 5.200000000000000000e+01 -6.481113251084869262e+05 1.858588355019326855e+03 1.800327437782105022e+01 9.080786375181846088e+05 4.366717608182920376e+05 3.588931896314773476e+05 1.412114540466071921e+05 2.574838580348317919e+04
3.920000000000000000e+03 6.000000000000000000e+01 1.015730240901229437e+06 3.310183886491488920e+03 1.755104245804265872e+01 1.824443474300883245e+06 8.773281426526842406e+05 7.210612723846464651e+05 4.005598948805317632e+05 4.182270754810162907e+04
3.920000000000000000e+03 6.200000000000000000e+01 1.063743300500905141e+06 3.488316959623468392e+03 1.717154168899189770e+01 2.049708789284041151e+06 9.856524635659297928e+05 8.100912132591513218e+05 4.073492398574167746e+05 4.390283194516535877e+04
3.920000000000000000e+03 6.600000000000000000e+01 1.153866781502830563e+06 3.883897616808217208e+03 1.647063770089370749e+01 2.579914654386765789e+06 1.240614885480580619e+06 1.019640547673730645e+06 4.240150734386415570e+05 4.834234806339379429e+04
3.920000000000000000e+03 6.800000000000000000e+01 1.195817350241040578e+06 4.100709421207126070e+03 1.614598028475031555e+01 2.886354848740873393e+06 1.387974126988371368e+06 1.140752634489926975e+06 4.334866888528093114e+05 5.072344314156998735e+04
3.920000000000000000e+03 7.000000000000000000e+01 1.235793314415045315e+06 4.329742115157126136e+03 1.583695435805391227e+01 3.221083644241038710e+06 1.548936632314036135e+06 1.273045015474554151e+06 4.434745599613750819e+05 5.321491392695342074e+04
3.920000000000000000e+03 7.200000000000000000e+01 1.274379086234471761e+06 4.571121326537619098e+03 1.554230138653387527e+01 3.586895368287325837e+06 1.724846121941324556e+06 1.417622071935628075e+06 4.538882184685543180e+05 5.582732282099191798e+04
3.920000000000000000e+03 7.400000000000000000e+01 1.311194606241453439e+06 4.825137668154166022e+03 1.526098636930712793e+01 3.985310403719322290e+06 1.916433709040672053e+06 1.575084693514438113e+06 4.646111976328789024e+05 5.853425420779784326e+04
3.920000000000000000e+03 7.600000000000000000e+01 1.343989342500644038e+06 5.091955130074871704e+03 1.499205858183619711e+01 4.409685923194292001e+06 2.120505028066279367e+06 1.742807484793995274e+06 4.754417961146903690e+05 6.136421635843198601e+04
3.920000000000000000e+03 7.800000000000000000e+01 1.376927564731502673e+06 5.367333748384408864e+03 1.473468118424971962e+01 4.866814275076126680e+06 2.340326345393775031e+06 1.923474935276295990e+06 4.861874407448205166e+05 6.429782509463342285e+04
3.920000000000000000e+03 8.000000000000000000e+01 1.412629322171538370e+06 5.646512780001648025e+03 1.448807318188241489e+01 5.362459011935868300e+06 2.578669205849545076e+06 2.119364931127106771e+06 4.964255020164465532e+05 6.721596913257639972e+04
3.920000000000000000e+03 8.200000000000000000e+01 1.451378158477811841e+06 5.920739603896846347e+03 1.425153517535935421e+01 5.880497336831694469e+06 2.827780569290344603e+06 2.324105378806108143e+06 5.054935022773221717e+05 7.014396077430229343e+04
3.920000000000000000e+03 8.400000000000000000e+01 1.498124025880351430e+06 6.178497846508382281e+03 1.402441038176357324e+01 6.425090854184937663e+06 3.089661644703382161e+06 2.539341038384783082e+06 5.126250783695232822e+05 7.287665208319961675e+04
3.920000000000000000e+03 8.600000000000000000e+01 1.553095908318510512e+06 6.411064624243245817e+03 1.380622210887019641e+01 6.976075629549899139e+06 3.354616112413641997e+06 2.757102667498268187e+06 5.173040226398672676e+05 7.544352204203096335e+04
3.920000000000000000e+03 8.800000000000000000e+01 1.613527271752328146e+06 6.632700275974225406e+03 1.359615253631989162e+01 7.551505293441430666e+06 3.631325500980842393e+06 2.984525468729472253e+06 5.206887277962517110e+05 7.789119452271026967e+04
3.920000000000000000e+03 9.000000000000000000e+01 1.680363909367859596e+06 6.837259267352920688e+03 1.339475038805355389e+01 8.139123601497425698e+06 3.913896096374612302e+06 3.216765497456989717e+06 5.224735464658194105e+05 8.023224979448446538e+04
3.920000000000000000e+03 9.200000000000000000e+01 1.748360108162852004e+06 7.035749491778877200e+03 1.319912984723697846e+01 8.731684679131299257e+06 4.198843543073672801e+06 3.450959020371163730e+06 5.231446223683514399e+05 8.259279836654201790e+04
3.920000000000000000e+03 9.400000000000000000e+01 1.817675128574579954e+06 7.237273546934040496e+03 1.301123349154855191e+01 9.363881560963628814e+06 4.502850832935756072e+06 3.700817508415746503e+06 5.237251518794356962e+05 8.487598881247645477e+04
3.920000000000000000e+03 9.600000000000000000e+01 1.884815951077308273e+06 7.458820716045958761e+03 1.282990728877395092e+01 1.004627013806739636e+07 4.830994023640673608e+06 3.970512888183946721e+06 5.255588902447246946e+05 8.740496250787544705e+04
